0.056,-0.05,0.037
0.056,0.05,0.037
-0.056,0.05,0.037
-0.056,-0.05,0.037
0.056,-0.05,-0.037
0.056,0.05,-0.037
-0.056,0.05,-0.037
-0.056,-0.05,-0.037
